 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),  R.A.__(a-app), DEC_(a-app),  dRA*cosD, d(DEC)/dt, Azi_(a-app), Elev_(a-app),  dAZ*cosE, d(ELV)/dt,   X_(sat-prim), Y_(sat-prim), SatPANG,  L_Ap_Sid_Time,  a-mass, mag_ex,    APmag,  S-brt,      Illu%,             delta,     deldot,     S-O-T,/r,     S-T-O,  T-O-M, MN_Illu%,    PsAng,   PsAMV,  Cnst,,RA_deg_ICRF,DEC_deg_ICRF,MJD
 2022-Nov-28 00:00, , , 14 38 42.94, -22 22 56.7,    14 39 59.20, -22 28 42.8,  108.1338,  -38.1151,        n.a.,         n.a.,      n.a.,      n.a.,      -79914.95,     -4393.27, 262.394,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.10589,  2.22552213455259,  1.0568447,   22.1160,/L,   15.8160,   76.1,  21.8285,  271.462, 288.220,   Lib,,219.67891666666665,-22.382416666666668,59911.0
 2022-Nov-29 00:00, , , 14 41 50.00, -22 38 08.1,    14 43 06.50, -22 43 50.5,  107.9917,  -37.5202,        n.a.,         n.a.,      n.a.,      n.a.,      -80793.58,     -4673.28, 262.133,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.07619,  2.22611281201476,  0.9885457,   22.3548,/L,   15.9404,   89.7,  32.1884,  271.400, 287.859,   Lib,,220.45833333333331,-22.635583333333333,59912.0
 2022-Nov-30 00:00, , , 14 44 57.15, -22 53 05.3,    14 46 13.90, -22 58 43.8,  107.8486,  -36.9215,        n.a.,         n.a.,      n.a.,      n.a.,      -81681.01,     -4963.39, 261.870,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.04608,  2.22666376981222,  0.9192893,   22.5958,/L,   16.0655,  103.0,  43.2860,  271.335, 287.495,   Lib,,221.23812499999994,-22.884805555555555,59913.0
 2022-Dec-01 00:00, , , 14 48 04.40, -23 07 48.2,    14 49 21.39, -23 13 22.7,  107.7047,  -36.3195,        n.a.,         n.a.,      n.a.,      n.a.,      -82577.20,     -5263.83, 261.603,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.01556,  2.22717444374136,  0.8490304,   22.8391,/L,   16.1913,  116.0,  54.4806,  271.267, 287.128,   Lib,,222.01833333333332,-23.130055555555558,59914.0
 2022-Dec-02 00:00, , , 14 51 11.74, -23 22 16.6,    14 52 28.96, -23 27 47.2,  107.5601,  -35.7143,        n.a.,         n.a.,      n.a.,      n.a.,      -83482.14,     -5574.81, 261.332,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.98463,  2.22764423454499,  0.7776950,   23.0846,/L,   16.3179,  128.8,  65.2090,  271.197, 286.757,   Lib,,222.79891666666666,-23.371277777777777,59915.0
 2022-Dec-03 00:00, , , 14 54 19.16, -23 36 30.6,    14 55 36.62, -23 41 57.0,  107.4150,  -35.1062,        n.a.,         n.a.,      n.a.,      n.a.,      -84395.82,     -5896.51, 261.058,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.95329,  2.22807249493063,  0.7051925,   23.3323,/L,   16.4452,  141.2,  75.0019,  271.124, 286.383,   Lib,,223.5798333333333,-23.608500000000003,59916.0
 2022-Dec-04 00:00, , , 14 57 26.66, -23 50 29.9,    14 58 44.36, -23 55 52.2,  107.2693,  -34.4953,        n.a.,         n.a.,      n.a.,      n.a.,      -85318.23,     -6229.13, 260.781,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.92153,  2.22845852287305,  0.6314253,   23.5824,/L,   16.5733,  153.3,  83.4849,  271.048, 286.005,   Lib,,224.3610833333333,-23.841638888888887,59917.0
 2022-Dec-05 00:00, , , 15 00 34.25, -24 04 14.7,    15 01 52.18, -24 09 32.7,  107.1230,  -33.8820,        n.a.,         n.a.,      n.a.,      n.a.,      -86249.35,     -6572.84, 260.501,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.88935,  2.22880155935059,  0.5562945,   23.8347,/L,   16.7020,  164.8,  90.3743,  270.969, 285.624,   Lib,,225.14270833333333,-24.07075,59918.0
 2022-Dec-06 00:00, , , 15 03 41.91, -24 17 44.7,    15 05 00.09, -24 22 58.4,  106.9762,  -33.2663,        n.a.,         n.a.,      n.a.,      n.a.,      -87189.18,     -6927.83, 260.218,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.85675,  2.22910078914400,  0.4797050,   24.0892,/L,   16.8315,  173.7,  95.4726,  270.888, 285.240,   Lib,,225.92462499999996,-24.29575,59919.0
 2022-Dec-07 00:00, , , 15 06 49.64, -24 31 00.1,    15 08 08.06, -24 36 09.4,  106.8286,  -32.6484,        n.a.,         n.a.,      n.a.,      n.a.,      -88137.72,     -7294.25, 259.932,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.82372,  2.22935534392840,  0.4015685,   24.3460,/L,   16.9617,  168.6,  98.6656,  270.804, 284.854,   Lib,,226.70683333333332,-24.516694444444443,59920.0
 2022-Dec-08 00:00, , , 15 09 57.44, -24 44 00.6,    15 11 16.11, -24 49 05.5,  106.6801,  -32.0284,        n.a.,         n.a.,      n.a.,      n.a.,      -89094.94,     -7672.27, 259.643,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.79025,  2.22956430725969,  0.3218071,   24.6051,/L,   17.0926,  157.9,  99.9181,  270.717, 284.464,   Lib,,227.48933333333332,-24.7335,59921.0
 2022-Dec-09 00:00, , , 15 13 05.30, -24 56 46.3,    15 14 24.22, -25 01 46.8,  106.5306,  -31.4065,        n.a.,         n.a.,      n.a.,      n.a.,      -90060.85,     -8062.02, 259.351,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.75635,  2.22972672111572,  0.2403552,   24.8664,/L,   17.2243,  146.8,  99.2672,  270.627, 284.071,   Lib,,228.2720833333333,-24.946194444444444,59922.0
 2022-Dec-10 00:00, , , 15 16 13.21, -25 09 17.1,    15 17 32.39, -25 14 13.1,  106.3799,  -30.7827,        n.a.,         n.a.,      n.a.,      n.a.,      -91035.41,     -8463.66, 259.056,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.72202,  2.22984159349920,  0.1571608,   25.1301,/L,   17.3566,  135.7,  96.8103,  270.534, 283.675,   Lib,,229.05504166666665,-25.15475,59923.0
 2022-Dec-11 00:00, , , 15 19 21.18, -25 21 32.9,    15 20 40.60, -25 26 24.4,  106.2277,  -30.1571,        n.a.,         n.a.,      n.a.,      n.a.,      -92018.62,     -8877.32, 258.759,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.68724,  2.22990790641895,  0.0721856,   25.3960,/L,   17.4897,  124.6,  92.6911,  270.438, 283.276,   Lib,,229.83824999999996,-25.35913888888889,59924.0
 2022-Dec-12 00:00, , , 15 22 29.19, -25 33 33.8,    15 23 48.86, -25 38 20.7,  106.0739,  -29.5299,        n.a.,         n.a.,      n.a.,      n.a.,      -93010.43,     -9303.13, 258.460,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.65203,  2.22992462349087, -0.0145960,   25.6642,/L,   17.6234,  113.6,  87.0841,  270.340, 282.875,   Lib,,230.62162499999997,-25.55938888888889,59925.0
 2022-Dec-13 00:00, , , 15 25 37.24, -25 45 19.7,    15 26 57.14, -25 50 02.0,  105.9182,  -28.9011,        n.a.,         n.a.,      n.a.,      n.a.,      -94010.82,     -9741.21, 258.158,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.61636,  2.22989069651320, -0.1031997,   25.9348,/L,   17.7579,  102.6,  80.1816,  270.239, 282.471,   Lib,,231.40516666666662,-25.755472222222224,59926.0
 2022-Dec-14 00:00, , , 15 28 45.32, -25 56 50.5,    15 30 05.46, -26 01 28.1,  105.7605,  -28.2708,        n.a.,         n.a.,      n.a.,      n.a.,      -95019.74,    -10191.67, 257.855,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.58026,  2.22980507065834, -0.1936332,   26.2076,/L,   17.8930,   91.5,  72.1865,  270.135, 282.065,   Lib,,232.1888333333333,-25.94736111111111,59927.0
 2022-Dec-15 00:00, , , 15 31 53.42, -26 08 06.2,    15 33 13.79, -26 12 39.0,  105.6005,  -27.6392,        n.a.,         n.a.,      n.a.,      n.a.,      -96037.14,    -10654.61, 257.549,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.54370,  2.22966668832718, -0.2858986,   26.4827,/L,   18.0288,   80.4,  63.3123,  270.028, 281.656,   Lib,,232.97258333333332,-26.135055555555557,59928.0
 2022-Dec-16 00:00, , , 15 35 01.54, -26 19 06.8,    15 36 22.13, -26 23 34.8,  105.4380,  -27.0063,        n.a.,         n.a.,      n.a.,      n.a.,      -97062.96,    -11130.14, 257.242,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.50670,  2.22947449217236, -0.3799930,   26.7601,/L,   18.1653,   69.0,  53.7914,  269.919, 281.244,   Lib,,233.75641666666667,-26.318555555555555,59929.0
 2022-Dec-17 00:00, , , 15 38 09.65, -26 29 52.3,    15 39 30.47, -26 34 15.4,  105.2727,  -26.3723,        n.a.,         n.a.,      n.a.,      n.a.,      -98097.14,    -11618.35, 256.932,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.46926,  2.22922742828037, -0.4759069,   27.0399,/L,   18.3024,   57.4,  43.8922,  269.807, 280.831,   Lib,,234.54020833333328,-26.497861111111114,59930.0
 2022-Dec-18 00:00, , , 15 41 17.76, -26 40 22.5,    15 42 38.80, -26 44 40.7,  105.1045,  -25.7371,        n.a.,         n.a.,      n.a.,      n.a.,      -99139.60,    -12119.31, 256.622,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.43136,  2.22892445098003, -0.5736201,   27.3219,/L,   18.4402,   45.5,  33.9409,  269.692, 280.414,   Lib,,235.32399999999998,-26.67291666666667,59931.0
 2022-Dec-19 00:00, , , 15 44 25.86, -26 50 37.6,    15 45 47.11, -26 54 50.7,  104.9330,  -25.1009,        n.a.,         n.a.,      n.a.,      n.a.,     -100190.25,    -12633.08, 256.309,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.39302,  2.22856453112855, -0.6730941,   27.6063,/L,   18.5785,   33.1,  24.3443,  269.575, 279.996,   Lib,,236.10774999999995,-26.843777777777778,59932.0
 2022-Dec-20 00:00, , , 15 47 33.92, -27 00 37.4,    15 48 55.40, -27 04 45.4,  104.7579,  -24.4638,        n.a.,         n.a.,      n.a.,      n.a.,     -101249.00,    -13159.74, 255.996,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.35423,  2.22814666977668, -0.7742610,   27.8929,/L,   18.7175,   20.5,  15.6024,  269.455, 279.576,   Lib,,236.8913333333333,-27.01038888888889,59933.0
 2022-Dec-21 00:00, , , 15 50 41.94, -27 10 22.0,    15 52 03.64, -27 14 24.9,  104.5788,  -23.8258,        n.a.,         n.a.,      n.a.,      n.a.,     -102315.73,    -13699.31, 255.682,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.31500,  2.22766991838275, -0.8770123,   28.1818,/L,   18.8571,  8.273,   8.2968,  269.332, 279.153,   Sco,,237.67474999999996,-27.172777777777778,59934.0
 2022-Dec-22 00:00, , , 15 53 49.91, -27 19 51.3,    15 55 11.84, -27 23 49.0,  104.3956,  -23.1871,        n.a.,         n.a.,      n.a.,      n.a.,     -103390.32,    -14251.83, 255.366,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.27533,  2.22713340471433, -0.9811917,   28.4730,/L,   18.9972,  8.983,   3.0380,  269.207, 278.729,   Sco,,238.4579583333333,-27.330916666666667,59935.0
 2022-Dec-23 00:00, , , 15 56 57.81, -27 29 05.3,    15 58 19.96, -27 32 57.9,  104.2080,  -22.5477,        n.a.,         n.a.,      n.a.,      n.a.,     -104472.61,    -14817.30, 255.050,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.23523,  2.22653636018716, -1.0865984,   28.7665,/L,   19.1378,   22.1,   0.3689,  269.079, 278.303,   Sco,,239.240875,-27.484805555555557,59936.0
 2022-Dec-24 00:00, , , 16 00 05.63, -27 38 04.0,    16 01 28.01, -27 41 51.4,  104.0161,  -21.9078,        n.a.,         n.a.,      n.a.,      n.a.,     -105562.44,    -15395.72, 254.733,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.19469,  2.22587814085301, -1.1930060,   29.0622,/L,   19.2790,   36.3,   0.6427,  268.949, 277.875,   Sco,,240.0234583333333,-27.634444444444444,59937.0
 2022-Dec-25 00:00, , , 16 03 13.35, -27 46 47.4,    16 04 35.95, -27 50 29.6,  103.8198,  -21.2676,        n.a.,         n.a.,      n.a.,      n.a.,     -106659.62,    -15987.06, 254.416,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.15372,  2.22515823319207, -1.3001954,   29.3602,/L,   19.4207,   50.6,   3.9215,  268.816, 277.445,   Sco,,240.80562499999996,-27.779833333333332,59938.0
 2022-Dec-26 00:00, , , 16 06 20.96, -27 55 15.5,    16 07 43.78, -27 58 52.4,  103.6196,  -20.6275,        n.a.,         n.a.,      n.a.,      n.a.,     -107763.98,    -16591.28, 254.099,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.11233,  2.22437623958676, -1.4079897,   29.6603,/L,   19.5628,   64.9,   9.9461,  268.681, 277.014,   Sco,,241.5873333333333,-27.920972222222222,59939.0
 2022-Dec-27 00:00, , , 16 09 28.45, -28 03 28.2,    16 10 51.47, -28 06 59.9,  103.4158,  -19.9876,        n.a.,         n.a.,      n.a.,      n.a.,     -108875.30,    -17208.34, 253.782,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.07051,  2.22353184593001, -1.5162790,   29.9627,/L,   19.7054,   78.9,  18.1932,  268.544, 276.581,   Sco,,242.3685416666666,-28.057833333333335,59940.0
 2022-Dec-28 00:00, , , 16 12 35.81, -28 11 25.6,    16 13 59.02, -28 14 51.9,  103.2087,  -19.3482,        n.a.,         n.a.,      n.a.,      n.a.,     -109993.40,    -17838.17, 253.465,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.02827,  2.22262478066405, -1.6250251,   30.2672,/L,   19.8484,   92.6,  27.9921,  268.404, 276.147,   Sco,,243.14920833333332,-28.190444444444445,59941.0
 2022-Dec-29 00:00, , , 16 15 43.01, -28 19 07.7,    16 17 06.41, -28 22 28.7,  102.9987,  -18.7097,        n.a.,         n.a.,      n.a.,      n.a.,     -111118.08,    -18480.72, 253.148,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.98561,  2.22165477626080, -1.7342492,   30.5738,/L,   19.9919,  105.9,  38.6473,  268.262, 275.711,   Sco,,243.9292083333333,-28.318805555555556,59942.0
 2022-Dec-30 00:00, , , 16 18 50.06, -28 26 34.6,    16 20 13.64, -28 29 50.0,  102.7861,  -18.0722,        n.a.,         n.a.,      n.a.,      n.a.,     -112249.16,    -19135.92, 252.831,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.94254,  2.22062154056099, -1.8440119,   30.8826,/L,   20.1357,  118.8,  49.5253,  268.117, 275.275,   Sco,,244.70858333333334,-28.442944444444446,59943.0
 2022-Dec-31 00:00, , , 16 21 56.93, -28 33 46.2,    16 23 20.69, -28 36 56.1,  102.5711,  -17.4360,        n.a.,         n.a.,      n.a.,      n.a.,     -113386.47,    -19803.68, 252.516,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.89905,  2.21952473991867, -1.9543934,   31.1935,/L,   20.2800,  131.3,  60.0960,  267.971, 274.837,   Sco,,245.48720833333334,-28.562833333333334,59944.0
 2023-Jan-01 00:00, , , 16 25 03.62, -28 40 42.5,    16 26 27.56, -28 43 46.9,  102.3537,  -16.8012,        n.a.,         n.a.,      n.a.,      n.a.,     -114529.82,    -20483.91, 252.201,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.85514,  2.21836399210663, -2.0654799,   31.5065,/L,   20.4246,  143.4,  69.9367,  267.822, 274.398,   Sco,,246.2650833333333,-28.678472222222222,59945.0
 2023-Jan-02 00:00, , , 16 28 10.12, -28 47 23.7,    16 29 34.23, -28 50 22.5,  102.1341,  -16.1681,        n.a.,         n.a.,      n.a.,      n.a.,     -115679.04,    -21176.51, 251.887,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.81082,  2.21713886549273, -2.1773555,   31.8216,/L,   20.5697,  155.2,  78.7181,  267.672, 273.958,   Sco,,247.04216666666662,-28.789916666666667,59946.0
 2023-Jan-03 00:00, , , 16 31 16.41, -28 53 49.7,    16 32 40.70, -28 56 43.0,  101.9121,  -15.5368,        n.a.,         n.a.,      n.a.,      n.a.,     -116833.98,    -21881.38, 251.575,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.76608,  2.21584888138628, -2.2900988,   32.1388,/L,   20.7151,  166.6,  86.1864,  267.519, 273.517,   Sco,,247.81837499999995,-28.89713888888889,59947.0
 2023-Jan-04 00:00, , , 16 34 22.49, -29 00 00.7,    16 35 46.95, -29 02 48.3,  101.6880,  -14.9075,        n.a.,         n.a.,      n.a.,      n.a.,     -117994.47,    -22598.37, 251.263,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.72093,  2.21449351756138, -2.4037818,   32.4581,/L,   20.8608,  175.5,  92.1485,  267.365, 273.076,   Sco,,248.5937083333333,-29.000194444444446,59948.0
 2023-Jan-05 00:00, , , 16 37 28.34, -29 05 56.6,    16 38 52.97, -29 08 38.5,  101.4615,  -14.2803,        n.a.,         n.a.,      n.a.,      n.a.,     -119160.35,    -23327.38, 250.954,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.67536,  2.21307221203602, -2.5184702,   32.7794,/L,   21.0070,  168.8,  96.4639,  267.209, 272.634,   Sco,,249.36808333333332,-29.099055555555555,59949.0
 2023-Jan-06 00:00, , , 16 40 33.94, -29 11 37.4,    16 41 58.74, -29 14 13.8,  101.2327,  -13.6553,        n.a.,         n.a.,      n.a.,      n.a.,     -120331.46,    -24068.25, 250.645,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.62938,  2.21158436691016, -2.6342226,   33.1028,/L,   21.1534,  158.0,  99.0417,  267.050, 272.191,   Sco,,250.14141666666663,-29.193722222222224,59950.0
 2023-Jan-07 00:00, , , 16 43 39.30, -29 17 03.4,    16 45 04.25, -29 19 34.1,  101.0014,  -13.0327,        n.a.,         n.a.,      n.a.,      n.a.,     -121507.65,    -24820.84, 250.339,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.58299,  2.21002935240341, -2.7510907,   33.4283,/L,   21.3002,  146.9,  99.8399,  266.891, 271.747,   Sco,,250.91374999999994,-29.28427777777778,59951.0
 2023-Jan-08 00:00, , , 16 46 44.39, -29 22 14.4,    16 48 09.50, -29 24 39.4,  100.7675,  -12.4125,        n.a.,         n.a.,      n.a.,      n.a.,     -122688.74,    -25585.00, 250.035,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.53619,  2.20840651126421, -2.8691179,   33.7559,/L,   21.4474,  135.8,  98.8641,  266.729, 271.303,   Sco,,251.68495833333327,-29.37066666666667,59952.0
 2023-Jan-09 00:00, , , 16 49 49.21, -29 27 10.6,    16 51 14.46, -29 29 30.0,  100.5310,  -11.7949,        n.a.,         n.a.,      n.a.,      n.a.,     -123874.60,    -26360.57, 249.733,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.48898,  2.20671516357445, -2.9883392,   34.0855,/L,   21.5948,  124.7,  96.1652,  266.566, 270.859,   Sco,,252.45504166666666,-29.452944444444444,59953.0
 2023-Jan-10 00:00, , , 16 52 53.73, -29 31 52.0,    16 54 19.13, -29 34 05.7,  100.2917,  -11.1801,        n.a.,         n.a.,      n.a.,      n.a.,     -125065.05,    -27147.39, 249.433,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.44136,  2.20495461177987, -3.1087806,   34.4173,/L,   21.7426,  113.6,  91.8336,  266.402, 270.414,   Sco,,253.223875,-29.53111111111111,59954.0
 2023-Jan-11 00:00, , , 16 55 57.96, -29 36 18.8,    16 57 23.48, -29 38 26.7,  100.0494,  -10.5680,        n.a.,         n.a.,      n.a.,      n.a.,     -126259.94,    -27945.27, 249.136,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.39334,  2.20312414565495, -3.2304601,   34.7510,/L,   21.8906,  102.4,  85.9932,  266.236, 269.970,   Oph,,253.9915,-29.605222222222224,59955.0
 2023-Jan-12 00:00, , , 16 59 01.87, -29 40 30.8,    17 00 27.51, -29 42 33.1,  99.80405,  -9.95886,        n.a.,         n.a.,      n.a.,      n.a.,     -127459.10,    -28754.05, 248.841,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.34492,  2.20122304693792, -3.3533878,   35.0869,/L,   22.0390,   91.1,  78.7968,  266.068, 269.525,   Oph,,254.75779166666663,-29.675222222222224,59956.0
 2023-Jan-13 00:00, , , 17 02 05.45, -29 44 28.4,    17 03 31.21, -29 46 24.8,  99.55541,  -9.35271,        n.a.,         n.a.,      n.a.,      n.a.,     -128662.39,    -29573.53, 248.549,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.29611,  2.19925059357560, -3.4775666,   35.4248,/L,   22.1876,   79.7,  70.4252,  265.900, 269.080,   Oph,,255.52270833333336,-29.741222222222223,59957.0
 2023-Jan-14 00:00, , , 17 05 08.69, -29 48 11.4,    17 06 34.56, -29 50 02.1,  99.30333,  -8.74968,        n.a.,         n.a.,      n.a.,      n.a.,     -129869.62,    -30403.54, 248.260,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.24690,  2.19720606388746, -3.6029922,   35.7648,/L,   22.3364,   68.0,  61.0931,  265.730, 268.635,   Oph,,256.28620833333326,-29.803166666666666,59958.0
 2023-Jan-15 00:00, , , 17 08 11.58, -29 51 40.0,    17 09 37.55, -29 53 24.8,  99.04760,  -8.14985,        n.a.,         n.a.,      n.a.,      n.a.,     -131080.65,    -31243.88, 247.974,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.19730,  2.19508874145524, -3.7296501,   36.1068,/L,   22.4855,   56.1,  51.0631,  265.559, 268.190,   Oph,,257.04824999999994,-29.861111111111114,59959.0
 2023-Jan-16 00:00, , , 17 11 14.09, -29 54 54.2,    17 12 40.17, -29 56 33.2,  98.78798,  -7.55332,        n.a.,         n.a.,      n.a.,      n.a.,     -132295.29,    -32094.34, 247.691,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.14732,  2.19289792209552, -3.8575112,   36.4510,/L,   22.6347,   43.7,  40.6668,  265.387, 267.746,   Oph,,257.8087083333333,-29.915055555555554,59960.0
 2023-Jan-17 00:00, , , 17 14 16.22, -29 57 54.2,    17 15 42.40, -29 59 27.3,  98.52422,  -6.96018,        n.a.,         n.a.,      n.a.,      n.a.,     -133513.38,    -32954.72, 247.412,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.09697,  2.19063292472272, -3.9865230,   36.7971,/L,   22.7842,   31.0,  30.3286,  265.214, 267.301,   Oph,,258.56758333333335,-29.965055555555555,59961.0
 2023-Jan-18 00:00, , , 17 17 17.95, -30 00 40.0,    17 18 44.23, -30 02 07.3,  98.25604,  -6.37052,        n.a.,         n.a.,      n.a.,      n.a.,     -134734.75,    -33824.79, 247.136,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.04624,  2.18829310793625, -4.1165986,   37.1454,/L,   22.9338,   17.9,  20.5816,  265.039, 266.858,   Oph,,259.32479166666667,-30.011111111111113,59962.0
 2023-Jan-19 00:00, , , 17 20 19.26, -30 03 11.6,    17 21 45.64, -30 04 33.1,  97.98316,  -5.78445,        n.a.,         n.a.,      n.a.,      n.a.,     -135959.21,    -34704.34, 246.863,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.99516,  2.18587789323192, -4.2476056,   37.4956,/L,   23.0836,  5.163,  12.0583,  264.865, 266.414,   Oph,,260.08025,-30.053222222222225,59963.0
 2023-Jan-20 00:00, , , 17 23 20.14, -30 05 29.3,    17 24 46.62, -30 06 44.9,  97.70537,  -5.20207,        n.a.,         n.a.,      n.a.,      n.a.,     -137186.56,    -35593.10, 246.594,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.94372,  2.18338679329184, -4.3793605,   37.8479,/L,   23.2334,   11.0,   5.4390,  264.689, 265.972,   Oph,,260.83391666666665,-30.091472222222222,59964.0
 2023-Jan-21 00:00, , , 17 26 20.57, -30 07 33.0,    17 27 47.14, -30 08 42.8,  97.42257,  -4.62351,        n.a.,         n.a.,      n.a.,      n.a.,     -138416.59,    -36490.82, 246.329,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.89194,  2.18081943994375, -4.5116367,   38.2023,/L,   23.3834,   25.2,   1.3474,  264.512, 265.530,   Sco,,261.5857083333333,-30.125833333333333,59965.0
 2023-Jan-22 00:00, , , 17 29 20.54, -30 09 22.9,    17 30 47.19, -30 10 27.0,  97.13486,  -4.04890,        n.a.,         n.a.,      n.a.,      n.a.,     -139649.10,    -37397.23, 246.068,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.83982,  2.17817560275917, -4.6441895,   38.5586,/L,   23.5334,   39.7,   0.2158,  264.335, 265.089,   Sco,,262.3355833333333,-30.15636111111111,59966.0
 2023-Jan-23 00:00, , , 17 32 20.02, -30 10 59.0,    17 33 46.74, -30 11 57.4,  96.84249,  -3.47842,        n.a.,         n.a.,      n.a.,      n.a.,     -140883.84,    -38312.03, 245.810,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.78739,  2.17545518903729, -4.7767935,   38.9169,/L,   23.6834,   54.3,   2.1710,  264.157, 264.648,   Sco,,263.08341666666666,-30.18305555555556,59967.0
 2023-Jan-24 00:00, , , 17 35 19.00, -30 12 21.5,    17 36 45.79, -30 13 14.1,  96.54589,  -2.91223,        n.a.,         n.a.,      n.a.,      n.a.,     -142120.59,    -39234.93, 245.557,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.73464,  2.17265822132612, -4.9092800,   39.2771,/L,   23.8335,   68.7,   6.9975,  263.979, 264.209,   Sco,,263.8291666666666,-30.205972222222222,59968.0
 2023-Jan-25 00:00, , , 17 38 17.48, -30 13 30.5,    17 39 44.31, -30 14 17.3,  96.24555,  -2.35049,        n.a.,         n.a.,      n.a.,      n.a.,     -143359.12,    -40165.66, 245.308,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.68158,  2.16978479763794, -5.0415580,   39.6393,/L,   23.9835,   82.8,  14.1985,  263.800, 263.771,   Sco,,264.5728333333333,-30.22513888888889,59969.0
 2023-Jan-26 00:00, , , 17 41 15.43, -30 14 26.0,    17 42 42.30, -30 15 07.0,  95.94195,  -1.79337,        n.a.,         n.a.,      n.a.,      n.a.,     -144599.19,    -41103.93, 245.064,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.62823,  2.16683504625930, -5.1736116,   40.0034,/L,   24.1334,   96.4,  23.1224,  263.621, 263.334,   Sco,,265.31429166666663,-30.240555555555556,59970.0
 2023-Jan-27 00:00, , , 17 44 12.84, -30 15 08.2,    17 45 39.75, -30 15 43.4,  95.63550,  -1.24101,        n.a.,         n.a.,      n.a.,      n.a.,     -145840.60,    -42049.46, 244.824,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.57458,  2.16380908713663, -5.3054815,   40.3693,/L,   24.2833,  109.6,  33.0928,  263.442, 262.898,   Sco,,266.0535,-30.252277777777778,59971.0
